Credit Transaction ID,Type,Payment Status,Transaction ID,Credit Amount,Label Amount,Currency,Service,Carrier,Created Date
C-788473085,purchase,completed,T-788473085,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:22
C-788473087,purchase,completed,T-788473087,0.06,6.14,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:22
C-788473094,purchase,completed,T-788473094,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:23
C-788473098,purchase,completed,T-788473098,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 12 2025 14:07:23
C-788473104,purchase,completed,T-788473104,0.06,6.14,USD,UPS_PTP_GND,UPS,November 12 2025 14:07:24
C-788473107,purchase,completed,T-788473107,0.07,6.97,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:24
C-788473105,purchase,completed,T-788473105,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:24
C-788473114,purchase,completed,T-788473114,0.06,6.24,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:26
C-788473117,purchase,completed,T-788473117,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:26
C-788473109,purchase,completed,T-788473109,0.06,6.33,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:26
C-788473102,purchase,completed,T-788473102,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:08:24
C-790556372,purchase,completed,T-790556372,0.04,7.92,USD,USPS_PTP_GAC,USPS,November 13 2025 19:34:01
C-790556376,purchase,completed,T-790556376,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 13 2025 19:34:02
C-790556382,purchase,completed,T-790556382,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:02
C-790556377,purchase,completed,T-790556377,0.04,8.55,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 13 2025 19:34:02
C-790556379,purchase,completed,T-790556379,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 13 2025 19:34:02
C-790556381,purchase,completed,T-790556381,0.03,6.47,USD,USPS_PTP_GAL,USPS,November 13 2025 19:34:02
C-790556385,purchase,completed,T-790556385,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 13 2025 19:34:02
C-790556391,purchase,completed,T-790556391,0.07,6.68,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:03
C-790556394,purchase,completed,T-790556394,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:03
C-790556396,purchase,completed,T-790556396,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:03
C-790556397,purchase,completed,T-790556397,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:03
C-790556401,purchase,completed,T-790556401,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:03
C-790556400,purchase,completed,T-790556400,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 13 2025 19:34:04
C-790556422,purchase,completed,T-790556422,0.06,6.14,USD,UPS_PTP_GND,UPS,November 13 2025 19:34:04
C-790556468,purchase,completed,T-790556468,0.03,6.45,USD,USPS_PTP_GAC,USPS,November 13 2025 19:34:06
C-790556378,purchase,completed,T-790556378,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 13 2025 19:35:02
C-791853474,purchase,completed,T-791853474,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:28
C-791853472,purchase,completed,T-791853472,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:28
C-791853477,purchase,completed,T-791853477,0.03,6.6,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:29
C-791853486,purchase,completed,T-791853486,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:29
C-791853493,purchase,completed,T-791853493,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:29
C-791853497,purchase,completed,T-791853497,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:29
C-791853500,purchase,completed,T-791853500,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:29
C-791853510,purchase,completed,T-791853510,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:30
C-791853528,purchase,completed,T-791853528,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:30
C-791853529,purchase,completed,T-791853529,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:30
C-791853535,purchase,completed,T-791853535,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:30
C-791853519,purchase,completed,T-791853519,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:31
C-791853530,purchase,completed,T-791853530,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:31
C-791853542,purchase,completed,T-791853542,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:31
C-791853544,purchase,completed,T-791853544,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:31
C-791853541,purchase,completed,T-791853541,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:31
C-791853550,purchase,completed,T-791853550,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:32
C-791853549,purchase,completed,T-791853549,0.04,7.17,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:32
C-791853553,purchase,completed,T-791853553,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:32
C-791853554,purchase,completed,T-791853554,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:32
C-791853556,purchase,completed,T-791853556,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:33
C-791853557,purchase,completed,T-791853557,0.04,7.45,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:33
C-791853560,purchase,completed,T-791853560,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:33
C-791853559,purchase,completed,T-791853559,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:33
C-791853562,purchase,completed,T-791853562,0.06,6.14,USD,UPS_PTP_GND,UPS,November 14 2025 13:11:33
C-791853561,purchase,completed,T-791853561,0.06,5.69,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:33
C-791853565,purchase,completed,T-791853565,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:34
C-791853568,purchase,completed,T-791853568,0.03,6.38,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:34
C-791853592,purchase,completed,T-791853592,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:35
C-791853599,purchase,completed,T-791853599,0.06,6.14,USD,UPS_PTP_GND,UPS,November 14 2025 13:11:35
C-791853601,purchase,completed,T-791853601,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:35
C-791853615,purchase,completed,T-791853615,0.06,6.14,USD,UPS_PTP_GND,UPS,November 14 2025 13:11:35
C-791853617,purchase,completed,T-791853617,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:36
C-791853618,purchase,completed,T-791853618,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:36
C-791853622,purchase,completed,T-791853622,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:36
C-791853623,purchase,completed,T-791853623,0.03,5.16,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:36
C-791853624,purchase,completed,T-791853624,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:36
C-791853625,purchase,completed,T-791853625,0.03,6.45,USD,USPS_PTP_GAC,USPS,November 14 2025 13:11:36
C-791853628,purchase,completed,T-791853628,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:36
C-791853629,purchase,completed,T-791853629,0.04,7.41,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:37
C-791853631,purchase,completed,T-791853631,0.03,5.04,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:37
C-791853630,purchase,completed,T-791853630,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:37
C-791853632,purchase,completed,T-791853632,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:37
C-791853634,purchase,completed,T-791853634,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:37
C-791853700,purchase,completed,T-791853700,0.03,6.47,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:38
C-791853712,purchase,completed,T-791853712,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:39
C-791853719,purchase,completed,T-791853719,0.11,10.52,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:39
C-791853717,purchase,completed,T-791853717,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:39
C-791853723,purchase,completed,T-791853723,0.11,10.52,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:39
C-791853728,purchase,completed,T-791853728,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:39
C-791853734,purchase,completed,T-791853734,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:39
C-791853730,purchase,completed,T-791853730,0.04,7.23,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:40
C-791853740,purchase,completed,T-791853740,0.04,7.07,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:40
C-791853737,purchase,completed,T-791853737,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:40
C-791853731,purchase,completed,T-791853731,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:40
C-791853735,purchase,completed,T-791853735,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:40
C-791853753,purchase,completed,T-791853753,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:40
C-791853793,purchase,completed,T-791853793,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 13:11:41
C-791853816,purchase,completed,T-791853816,0.06,6.14,USD,UPS_PTP_GND,UPS,November 14 2025 13:11:42
C-791853826,purchase,completed,T-791853826,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:43
C-791853825,purchase,completed,T-791853825,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 13:11:43
C-791857575,purchase,completed,T-791857575,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:15:17
C-791857773,purchase,completed,T-791857773,0.06,11.41,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:15:29
C-791858033,purchase,completed,T-791858033,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:15:40
C-791858180,purchase,completed,T-791858180,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:15:47
C-791858564,purchase,completed,T-791858564,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:16:13
C-791858911,purchase,completed,T-791858911,0.06,12.13,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 13:16:39
C-791860054,purchase,completed,T-791860054,0.1,9.83,USD,UPS_PTP_GND,UPS,November 14 2025 13:18:00
C-791985040,purchase,completed,T-791985040,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:33
C-791985044,purchase,completed,T-791985044,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985045,purchase,completed,T-791985045,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985051,purchase,completed,T-791985051,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985058,purchase,completed,T-791985058,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985067,purchase,completed,T-791985067,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985073,purchase,completed,T-791985073,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:34
C-791985075,purchase,completed,T-791985075,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:35
C-791985079,purchase,completed,T-791985079,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:35
C-791985082,purchase,completed,T-791985082,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:35
C-791985085,purchase,completed,T-791985085,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:35
C-791985083,purchase,completed,T-791985083,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:35
C-791985088,purchase,completed,T-791985088,0.1,10.36,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:35
C-791985090,purchase,completed,T-791985090,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:36
C-791985091,purchase,completed,T-791985091,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:36
C-791985092,purchase,completed,T-791985092,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:36
C-791985095,purchase,completed,T-791985095,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:36
C-791985093,purchase,completed,T-791985093,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:36
C-791985098,purchase,completed,T-791985098,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:36
C-791985118,purchase,completed,T-791985118,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:37
C-791985117,purchase,completed,T-791985117,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:37
C-791985120,purchase,completed,T-791985120,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:37
C-791985121,purchase,completed,T-791985121,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:37
C-791985122,purchase,completed,T-791985122,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:37
C-791985123,purchase,completed,T-791985123,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:38
C-791985127,purchase,completed,T-791985127,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:38
C-791985128,purchase,completed,T-791985128,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:38
C-791985130,purchase,completed,T-791985130,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:38
C-791985131,purchase,completed,T-791985131,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:38
C-791985132,purchase,completed,T-791985132,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:38
C-791985133,purchase,completed,T-791985133,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:39
C-791985136,purchase,completed,T-791985136,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:39
C-791985138,purchase,completed,T-791985138,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 15:04:39
C-791985140,purchase,completed,T-791985140,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:40
C-791985141,purchase,completed,T-791985141,0.03,5.32,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:40
C-791985144,purchase,completed,T-791985144,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:40
C-791985145,purchase,completed,T-791985145,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:40
C-791985152,purchase,completed,T-791985152,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985151,purchase,completed,T-791985151,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985148,purchase,completed,T-791985148,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985154,purchase,completed,T-791985154,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985157,purchase,completed,T-791985157,0.08,7.99,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:41
C-791985155,purchase,completed,T-791985155,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985156,purchase,completed,T-791985156,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985160,purchase,completed,T-791985160,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:41
C-791985159,purchase,completed,T-791985159,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:42
C-791985163,purchase,completed,T-791985163,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:42
C-791985164,purchase,completed,T-791985164,0.04,7.07,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:42
C-791985162,purchase,completed,T-791985162,0.03,6.47,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:42
C-791985165,purchase,completed,T-791985165,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:42
C-791985168,purchase,completed,T-791985168,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:43
C-791985172,purchase,completed,T-791985172,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:43
C-791985171,purchase,completed,T-791985171,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:44
C-791985177,purchase,completed,T-791985177,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:44
C-791985175,purchase,completed,T-791985175,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:44
C-791985178,purchase,completed,T-791985178,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:44
C-791985179,purchase,completed,T-791985179,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:44
C-791985183,purchase,completed,T-791985183,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985181,purchase,completed,T-791985181,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985180,purchase,completed,T-791985180,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985212,purchase,completed,T-791985212,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985214,purchase,completed,T-791985214,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:45
C-791985224,purchase,completed,T-791985224,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985219,purchase,completed,T-791985219,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:45
C-791985246,purchase,completed,T-791985246,0.06,6.44,USD,UPS_PTP_GND,UPS,November 14 2025 15:04:46
C-791985251,purchase,completed,T-791985251,0.03,6.47,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:46
C-791985262,purchase,completed,T-791985262,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:47
C-791985276,purchase,completed,T-791985276,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:47
C-791985275,purchase,completed,T-791985275,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:47
C-791985283,purchase,completed,T-791985283,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:47
C-791985290,purchase,completed,T-791985290,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:47
C-791985297,purchase,completed,T-791985297,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:48
C-791985295,purchase,completed,T-791985295,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:48
C-791985308,purchase,completed,T-791985308,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:48
C-791985305,purchase,completed,T-791985305,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:48
C-791985312,purchase,completed,T-791985312,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:48
C-791985323,purchase,completed,T-791985323,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 15:04:49
C-791985313,purchase,completed,T-791985313,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:49
C-791985317,purchase,completed,T-791985317,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:49
C-791985338,purchase,completed,T-791985338,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:49
C-791985346,purchase,completed,T-791985346,0.04,7.07,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:49
C-791985345,purchase,completed,T-791985345,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:49
C-791985347,purchase,completed,T-791985347,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:49
C-791985367,purchase,completed,T-791985367,0.03,5.26,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:50
C-791985370,purchase,completed,T-791985370,0.03,6.99,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:50
C-791985379,purchase,completed,T-791985379,0.04,7.49,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 15:04:50
C-791985376,purchase,completed,T-791985376,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:50
C-791985378,purchase,completed,T-791985378,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:50
C-791985386,purchase,completed,T-791985386,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:51
C-791985389,purchase,completed,T-791985389,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:51
C-791985403,purchase,completed,T-791985403,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:51
C-791985406,purchase,completed,T-791985406,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:52
C-791985404,purchase,completed,T-791985404,0.03,6.6,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:52
C-791985433,purchase,completed,T-791985433,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 14 2025 15:04:52
C-791985435,purchase,completed,T-791985435,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:53
C-791985439,purchase,completed,T-791985439,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:54
C-791985445,purchase,completed,T-791985445,0.06,6.14,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:54
C-791985450,purchase,completed,T-791985450,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 14 2025 15:04:56
C-791985139,purchase,completed,T-791985139,0.04,7.49,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 14 2025 15:05:39
C-793634538,purchase,completed,T-793634538,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634542,purchase,completed,T-793634542,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634539,purchase,completed,T-793634539,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634537,purchase,completed,T-793634537,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634548,purchase,completed,T-793634548,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634536,purchase,completed,T-793634536,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634547,purchase,completed,T-793634547,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634540,purchase,completed,T-793634540,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634544,purchase,completed,T-793634544,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:07
C-793634551,purchase,completed,T-793634551,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 15 2025 18:19:08
C-793634541,purchase,completed,T-793634541,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:08
C-793634535,purchase,completed,T-793634535,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:08
C-793634550,purchase,completed,T-793634550,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 15 2025 18:19:08
C-793634546,purchase,completed,T-793634546,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:08
C-793634549,purchase,completed,T-793634549,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:08
C-793634595,purchase,completed,T-793634595,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634592,purchase,completed,T-793634592,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634605,purchase,completed,T-793634605,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634602,purchase,completed,T-793634602,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634601,purchase,completed,T-793634601,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634608,purchase,completed,T-793634608,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634613,purchase,completed,T-793634613,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634609,purchase,completed,T-793634609,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634606,purchase,completed,T-793634606,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634612,purchase,completed,T-793634612,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634611,purchase,completed,T-793634611,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:09
C-793634604,purchase,completed,T-793634604,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:10
C-793634616,purchase,completed,T-793634616,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 15 2025 18:19:10
C-793634617,purchase,completed,T-793634617,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 15 2025 18:19:10
C-793634615,purchase,completed,T-793634615,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:10
credit_be3a5ac7-541a-47bf-90ea-8284b17a5e0b,redemption,completed,credit_be3a5ac7-541a-47bf-90ea-8284b17a5e0b,15.04,,USD,,,November 15 2025 18:19:11
C-793634620,purchase,completed,T-793634620,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 15 2025 18:19:11
C-793634621,purchase,completed,T-793634621,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 15 2025 18:19:11
